=== Setting ===
pop_size: 3000
mutation_rate: 0.01
max_generation: 100


Average fitness, Best fitness
0.2739739493690279,1.5432900538213632
0.3409413208479105,1.5432900538213632
0.4006784131474524,1.8179473009260243
0.47564151186423625,1.8523628853416088
0.5832377414118153,1.8523628853416088
0.6980194084919648,2.189923183195935
0.8242820937183807,2.283222109349639
0.9382664450909726,2.3727925728504586
1.0288158154044023,2.5599297920439934
1.1138681749935857,2.5847181699236654
1.174694163419695,2.689370920352316
1.2622191673584466,2.9207792695343326
1.315469473405662,2.9380159341667325
1.3820903242119278,3.1232267514724525
1.4501272222698331,3.1809691324397207
1.5200726508797926,3.1809691324397207
1.5691944216080937,3.191690756697474
1.64242941619744,3.994275650178291
1.7117210357694257,3.994275650178291
1.770316812407024,3.9976634350808737
1.8559423489215718,3.9976634350808737
1.922484978321963,3.9976634350808737
1.973215687679792,3.9976634350808737
2.0394194239334618,3.9976634350808737
2.1085021841157428,4.185274186086455
2.1650952140276933,4.185274186086455
2.2230704239284145,4.548119122257054
2.288918231146553,4.70146350297017
2.336705702164908,4.70146350297017
2.3786796883544423,4.70146350297017
2.4229145261059815,4.70146350297017
2.4674104871295466,4.70146350297017
2.494488879275735,4.866452391704351
2.5488178003177038,4.866452391704351
2.568674597340615,4.974786528830647
2.5977589235102543,5.046731185319244
2.650848896033876,5.046731185319244
2.6839037666721284,5.234825209085488
2.762957397719898,5.234825209085488
2.8366061995385303,5.234825209085488
2.902610372972104,5.234825209085488
2.9472128964801474,5.234825209085488
2.995779132708406,5.234825209085488
3.04841349518805,5.234825209085488
3.0985198690870797,5.345913046124077
3.1417501332231894,5.455949890748209
3.1780033595052144,5.455949890748209
3.203578207337966,5.455949890748209
3.2466755722760143,5.491669674880022
3.2704419069672914,5.870790951952306
3.3385636856496816,5.870790951952306
3.3745876087377096,5.870790951952306
3.3991847449954347,5.870790951952306
3.440229055738954,5.870790951952306
3.493784482305499,5.870790951952306
3.5276301451509293,5.870790951952306
3.549024535098052,5.923041029427848
3.594097912978738,5.923041029427848
3.6159357342086995,5.923041029427848
3.6547852258722244,6.300660405273032
3.6676131241217798,6.300660405273032
3.6792172434143384,6.300660405273032
3.7186445936522516,6.300660405273032
3.7417121462452805,6.300660405273032
3.780306807955086,6.300660405273032
3.804942510100678,6.300660405273032
3.8204400340950713,6.300660405273032
3.855282428555107,6.300660405273032
3.8452113371224064,6.300660405273032
3.8666981256662125,6.300660405273032
3.8840882651163873,6.419066683091073
3.9079448179993275,6.419066683091073
3.91588606677968,6.419066683091073
3.9177323685451295,6.419066683091073
3.949117813441264,6.419066683091073
3.960802344090435,6.419066683091073
3.9837526898588638,6.419066683091073
3.99003109448538,6.419066683091073
3.9945875743483734,6.419066683091073
4.0095535503800015,6.419066683091073
4.016185232993819,6.419066683091073
4.0281342026685545,6.419066683091073
4.049688351003856,6.419066683091073
4.094563600000917,6.452185583610964
4.104960422020197,6.452185583610964
4.0888702125853085,6.452185583610964
4.095553541156104,6.452185583610964
4.073145259350485,6.452185583610964
4.12514437378042,6.736057286251298
4.125428861599813,6.736057286251298
4.130209738216027,6.736057286251298
4.144327241148152,6.736057286251298
4.192175462607869,6.736057286251298
4.21033137050101,6.736057286251298
4.229481070917188,6.736057286251298
4.251982755527871,6.736057286251298
4.253082311295961,6.823941756792794
4.267503797694527,6.823941756792794
4.293049753790029,6.823941756792794
4.296374700183538,6.823941756792794
4.303466708451926,6.823941756792794


Best individual:
187, 152, 238, 238, 205, 51, 39, 97, 244, 262, 140, 167, 187, 18, 186, 186, 282, 164, 59, 29, 186, 22, 250, 183, 181, 230, 43, 262, 275, 204, 143, 188, 130, 189, 189, 279, 209, 229, 113, 290, 92, 142, 58, 178, 170, 251, 139, 223, 171, 65, 88, 76, 274, 213, 72, 240, 225, 166, 139, 70, 219, 200, 35, 19, 147, 223, 221, 134, 227, 124, 156, 125, 201, 259, 173, 266, 17, 132, 62, 72, 145, 25, 167, 223, 163, 125, 136, 98, 132, 105, 19, 43, 242, 242, 244, 175, 80, 103, 9, 51, 54, 187, 184, 101, 52, 178, 199, 107, 200, 220, 23, 98, 42, 65, 75, 57, 135, 39, 56, 254, 90, 162, 41, 158, 158, 158, 163, 279, 284, 170, 110, 7, 241, 241, 261, 261, 252, 202, 101, 177, 173, 177, 8, 284, 279, 275, 262, 84, 121, 149, 227, 18, 121, 88, 10, 269, 244, 86, 122, 156, 229, 170, 19, 152, 231, 257, 143, 189, 8, 294, 118, 15, 84, 207, 207, 52, 121, 171, 155, 262, 137, 38, 38, 273, 266, 185, 217, 176, 254, 43, 199, 146, 77, 195, 194, 188, 150, 49, 10, 228, 287, 23, 235, 123, 230, 183, 11, 247, 159, 292, 52, 94, 294, 89, 269, 55, 237, 237, 268, 26, 297, 157, 74, 122, 93, 212, 8, 227, 150, 113, 211, 185, 69, 2, 2, 220, 147, 122, 161, 133, 132, 230, 283, 65, 239, 239, 137, 276, 276, 229, 262, 210, 30, 139, 24, 62, 228, 92, 76, 4, 4, 4, 119, 161, 274, 106, 152, 213, 202, 151, 178, 47, 79, 244, 71, 71, 59, 78, 152, 298, 220, 220, 96, 231, 127, 9, 104, 215, 264, 212, 194, 194, 281, 228, 243, 200, 112, 136, 140, 

Execution time: 11290.177293777466 seconds
